Country,Year,Attack Type,Target Industry,Financial Loss (in Million $),Number of Affected Users,Attack Source,Security Vulnerability Type,Defense Mechanism Used,Incident Resolution Time (in Hours)
1,2015,1,5,0.9600652524951786,-1.4934372993865286,0,1,4,-0.07176426744583995
4,2018,3,0,-1.3583732682694702,1.6040243865271695,0,2,1,0.21996039696814376
4,2020,5,1,1.2973747825614772,1.1653218634314069,3,2,1,-0.8496967058831298
1,2023,2,4,-1.4004066906567227,1.4805282706159946,2,0,2,0.21996039696814376
8,2019,1,1,-1.6004996765662878,-0.38267595741345867,2,1,0,-1.2872837025041055
1,2020,0,0,0.9201161320444845,0.7032350725844121,3,2,2,0.02547728735882129
6,2020,0,3,0.790194644665704,-1.2691532302144752,3,3,4,0.21996039696814376
7,2018,1,6,-1.4723151074679728,0.8046818833671204,3,0,4,-0.07176426744583995
6,2020,2,0,-0.9359547424603883,-1.3653119332434385,1,1,1,0.7061681709914499
0,2016,3,0,1.4693296923275099,-0.756731104506,2,1,4,0.9006512806007724
9,2021,1,5,0.7162019259178962,1.5770629708694577,0,1,1,0.9978928354054336
0,2023,2,0,0.23785463147784214,-0.11363097094682126,3,3,3,-0.36348893185982367
8,2024,3,2,1.0687963368522864,1.6875682101983727,3,2,3,-0.5579720414691461
2,2024,4,6,-1.4997584162993194,-1.1229144564947928,2,0,0,-0.12038504484817057
4,2022,2,3,0.20068458027589164,0.670740633549657,2,1,2,-0.5579720414691461
7,2021,1,4,1.155642250875535,1.436029516523814,1,0,2,-0.6065928188714768
8,2023,5,0,1.220950378221018,1.2801355480208747,2,1,3,-0.02314349004350933
7,2016,1,5,0.378545012195505,-0.30842167984847585,0,2,2,0.17133961956581314
7,2023,4,0,-0.2901685257835105,-0.9741126925200337,0,0,4,0.07409806476115191
3,2021,2,5,1.525258460958482,-0.5091214093516735,3,1,4,1.6785837190380624
0,2021,1,6,1.1876015472360908,0.7023450975025685,0,3,0,0.8520305031984418
7,2024,1,0,1.4880884097565312,0.044587971219538884,2,0,3,-0.07176426744583995
4,2023,1,2,0.6936219882718513,-0.4687241295707799,0,1,4,-0.6552135962738074
2,2023,2,3,-0.0619374637304127,-0.28801089473503144,2,1,3,1.2409967224170868
5,2018,3,4,0.6439461254505533,-0.7676729686905269,0,1,2,0.02547728735882129
2,2018,1,4,-0.04526304823794905,-1.3354494747801822,1,0,2,-0.703834373676138
3,2016,3,2,-0.8091597079864452,0.11121536930407125,3,3,2,1.2409967224170868
3,2023,4,5,0.4719912156845206,-0.9196965804421928,3,1,4,1.1923759450147562
6,2022,1,6,-0.41800571122573266,-1.603576890038407,1,0,4,-0.2176265996528318
5,2018,0,2,1.0559431415768454,-0.8131479357600786,2,3,1,0.5116850613821274
3,2015,1,1,-1.2065666105568316,-1.7394533182315073,2,1,1,1.0465136128077643
9,2021,5,6,1.1028399351493996,1.6498512042104734,3,1,2,1.338238277221748
4,2021,1,2,1.1195143506418634,-0.9830469384966808,2,0,3,-0.16900582225050118
6,2016,2,5,-1.095403840607073,0.09059416372553983,2,1,4,-1.1900421476994443
8,2017,5,4,0.10063808732110899,0.24638464675384608,1,1,1,0.02547728735882129
8,2017,2,2,-0.05533717426464588,-1.1298203871686336,3,3,1,1.5327213868310705
3,2017,5,3,0.35700722551773945,-1.009007994566274,0,0,2,-1.6762499217227504
4,2021,0,0,1.4154852256330952,-1.710605017419654,0,1,2,0.9006512806007724
9,2015,3,1,-0.31726445095876415,-0.7345990109978271,1,0,2,-0.26624737705516244
4,2022,0,4,0.961802170775644,1.6660052868006812,0,0,4,1.727204496440393
2,2022,4,6,-1.1926712643131119,-0.9258505166670339,3,0,1,0.07409806476115191
9,2020,2,6,-1.2110825980860402,-1.0170246693345086,2,3,4,-1.724870699125081
0,2020,0,5,-0.4933879645979126,0.8656106813151968,3,3,1,0.6575473935891193
3,2015,5,5,0.3792397795076909,0.6559594582562466,1,1,1,0.317201951772805
3,2018,5,5,0.11210174797217776,1.0043157124815985,2,1,2,1.1923759450147562
1,2020,0,5,-1.1495956909575804,-0.5603087746209655,3,2,2,-0.703834373676138
9,2016,3,5,0.8839882318108128,0.4622656953857016,2,2,0,-0.07176426744583995
9,2018,3,0,0.18783138500045068,0.39300976624549155,1,3,4,0.7061681709914499
1,2023,5,5,0.21770637942444823,0.9304788263309686,0,0,0,-0.7524551510784686
0,2023,0,2,0.8947571251496957,1.3659284560074347,1,1,2,1.338238277221748
5,2019,3,6,0.8593239922282103,-1.2523713357448274,1,1,0,1.338238277221748
4,2024,3,4,-1.6175214757148446,1.1766328258087912,3,1,4,1.5813421642334011
0,2015,1,5,1.6992976726610722,-1.3268084376483285,1,3,1,-1.1900421476994443
9,2016,1,5,-0.6114984076695309,1.3461765284158203,3,0,0,-0.26624737705516244
6,2017,5,3,-1.0016102534619644,-0.783485549214446,3,0,0,0.41444350657746626
0,2024,4,1,1.2285928186550639,-0.15064772522303752,1,1,0,0.07409806476115191
7,2021,5,6,1.033015820274708,0.3263478730027482,2,0,3,0.9006512806007724
0,2016,2,2,-0.6451946223105514,-1.176568225576171,0,1,4,-0.5093512640668155
8,2021,5,2,-0.39820484282843194,1.6609827917651607,2,2,2,-1.238662925101775
3,2024,4,5,1.6860970937295385,-0.5370072952494399,2,3,2,-0.8010759284807992
4,2022,5,5,-0.882110275765974,0.1896642581075108,3,3,1,1.5813421642334011
7,2018,0,3,0.582806601978186,-0.5831618169357482,0,2,1,-0.8010759284807992
4,2016,4,1,-0.7157135044974294,-0.41160014757337604,3,1,3,-0.703834373676138
9,2021,2,1,-1.2010084720593435,1.521612004045287,1,3,3,-0.2176265996528318
7,2016,5,6,1.5784081603407103,0.31482304064445554,2,0,0,-1.238662925101775
6,2022,0,1,-1.315992462226125,0.8694085982342271,2,2,4,-1.0441798154924524
0,2024,4,2,-0.36728769743615536,0.30955907950145806,0,0,1,0.8520305031984418
2,2015,1,5,-1.0815084943633533,-0.16176206519861935,0,3,2,0.12271884216348253
2,2024,4,6,0.6939693719279445,0.15403075967555538,3,0,1,1.2896174998194174
3,2023,1,3,0.09890116904064411,0.7243875035993927,3,1,3,-0.12038504484817057
5,2022,1,2,1.169190213463162,1.1902929084603444,0,0,1,0.7061681709914499
1,2019,5,0,-0.7938748271183533,1.1092672313385437,2,3,4,0.6575473935891193
8,2017,0,4,-1.4410505784196033,0.38930843576945207,3,3,1,0.317201951772805
9,2017,5,0,-1.4386188928269523,1.3481496514654892,3,0,0,0.7547889483937805
8,2020,5,3,0.604691772312045,-1.7332131441111387,3,0,1,0.41444350657746626
6,2022,3,2,0.7165493095739894,-1.476075886258936,3,1,3,0.2685811743704744
2,2019,4,5,-1.5428339896548509,-1.1363503206179746,2,3,4,1.338238277221748
0,2016,2,3,1.4019372630454683,0.8336957609383864,1,1,1,-0.31486815445749305
0,2017,1,3,0.9319271763516459,0.20359685250893075,2,1,0,-0.07176426744583995
5,2022,0,3,-1.3368354815917047,-0.861358368875762,1,1,0,1.0465136128077643
7,2021,1,1,-1.73528453513037,1.2586933576769217,3,1,1,-0.9955590380901217
7,2015,1,4,1.5575651409751303,-0.7660896409286424,3,3,4,-0.7524551510784686
1,2023,1,6,0.42648395673633843,-0.28307118807921733,2,3,0,0.9006512806007724
1,2021,1,3,1.1313253949490254,1.493753714274089,3,1,2,0.949272058003103
5,2021,2,6,0.734613259690825,-0.30565171864413315,1,0,4,0.12271884216348253
0,2019,2,0,-0.09806536396408416,-1.3534904425245313,1,0,3,1.2896174998194174
0,2017,2,6,1.015299253813965,1.0185967079809495,1,3,3,1.2896174998194174
6,2018,2,5,-0.11751884870529196,0.6413024655323958,0,0,1,1.6785837190380624
5,2017,2,2,0.6668734467526909,0.7200342146331655,0,1,0,1.6299629416357317
0,2022,2,3,1.0705332551327513,0.6991508458522305,0,3,1,0.07409806476115191
1,2016,1,3,1.1598108547486508,-1.206037439235822,3,1,1,-0.36348893185982367
7,2022,3,0,1.1990652078871595,1.4449120197631447,1,2,2,0.21996039696814376
4,2022,0,6,-1.0401698392882868,-0.9154019332449241,2,0,0,-1.481766812113428
7,2023,4,6,0.3330377532473226,1.2756339298743402,0,2,1,0.560305838784458
7,2016,5,3,-0.12307698720277976,-1.4273721723808355,3,0,4,-0.36348893185982367
2,2015,2,5,-0.11439239580045489,0.08592351930377141,0,3,4,1.338238277221748
4,2018,3,2,-0.1241191381710588,0.3639820906109412,2,2,4,1.727204496440393
9,2021,0,6,-1.6852612886529788,1.2381652890255601,0,2,3,-0.6065928188714768
9,2018,1,3,-1.2579793916585946,0.8661281086883618,1,2,1,0.36582272917513564
6,2021,5,6,0.5466787017445148,-1.1750849337730982,3,0,3,-1.5303875895157586
7,2019,2,6,1.569028801626199,-0.8440659460645913,2,2,1,1.0465136128077643
8,2019,3,5,1.3769256398067726,-0.9393898662648485,3,0,3,-0.9469382606877911
4,2018,3,6,1.1952439876701366,1.0188036789302153,3,1,2,-1.2872837025041055
8,2016,3,3,0.7189809951666402,1.4500242022100138,3,1,2,0.560305838784458
1,2016,1,4,1.6951290687879565,-0.7975802708594576,1,0,0,1.48410060942874
4,2024,1,0,-0.960618982042991,1.0109974246270677,1,3,3,1.0465136128077643
6,2022,0,1,1.1011030168689346,1.3815961568668675,0,2,1,0.02547728735882129
5,2023,3,6,-1.3469096076184015,0.026239996567111876,1,3,0,0.7061681709914499
8,2017,3,6,-0.8133283118595611,-0.30304388468338206,1,0,4,-1.3359044799064361
8,2015,4,2,-0.686185893729525,0.8272658634478574,2,1,1,0.317201951772805
1,2020,1,0,1.011478033596942,0.8635685679491061,2,2,3,-0.4607304866644849
1,2017,1,0,1.6926973831953054,0.5363923408653037,1,2,0,-0.7524551510784686
5,2016,4,5,-0.7299562343972422,-0.3482187438764981,1,3,3,-0.5093512640668155
2,2019,0,5,-1.4806523152142046,-1.4415565814371956,2,2,1,-1.1900421476994443
0,2022,0,6,1.2602047313595264,-0.3953184328977875,2,0,4,1.727204496440393
1,2023,2,0,-1.0540651855320067,-0.4432977484534572,3,0,3,0.317201951772805
8,2022,4,2,-0.6444998549983654,-0.06762477844082032,1,2,1,1.1923759450147562
3,2024,4,0,0.9840347247655952,0.8800400059948551,3,1,0,0.5116850613821274
6,2017,3,4,0.5254882987228421,-0.753636888814474,0,3,3,0.9978928354054336
9,2017,1,4,0.8697455019110001,1.6823042490553752,2,1,1,-0.16900582225050118
9,2021,2,1,-0.5013777886880514,-1.5719344814114635,3,3,4,1.0465136128077643
7,2021,5,6,0.6105972944656255,0.11700020733605472,1,1,4,-0.8496967058831298
6,2015,1,3,-0.8407716206909077,1.0476450807104263,0,2,0,-1.5790083669180892
8,2015,4,4,-0.8466771428444886,-1.6664753615203312,3,2,0,-1.092800592894783
3,2020,3,2,1.5266479955828536,-1.017697324919623,1,3,4,-1.238662925101775
6,2017,2,5,0.8207644064018879,0.19043005061979484,2,3,4,-1.2872837025041055
3,2015,5,2,-1.305223568887242,-0.5525025203178179,1,3,4,-0.4121097092621543
0,2024,3,5,0.7967949341314713,1.3552625530885958,0,0,0,1.4354798320264093
0,2023,5,3,1.6916552322270264,0.11729686569666926,2,3,2,-0.02314349004350933
2,2015,0,2,-0.9651349695721999,-0.6923493412210033,2,0,3,-1.6762499217227504
6,2022,5,6,0.5949650299414411,1.0954691680541466,1,1,3,1.1437551676124256
7,2019,2,3,0.11557558453310776,0.05930705522816946,3,3,2,1.4354798320264093
1,2016,5,1,0.1853996994077997,0.8747070545354356,3,3,2,0.36582272917513564
1,2016,0,4,-1.159322433328184,1.6684785896444094,0,2,0,-0.5093512640668155
3,2022,1,3,0.6043443886559519,-0.6180260733395985,0,0,4,1.5813421642334011
4,2021,4,4,-1.5615927070838724,-0.8615204961193537,2,0,0,0.21996039696814376
8,2023,0,2,0.16629359832268506,-0.5710333193087631,0,1,4,-0.5093512640668155
5,2022,4,1,0.24410753728751602,-1.1544913243211357,3,1,0,0.8520305031984418
6,2019,0,2,0.8391757401748167,-0.04627572502403694,2,3,3,1.48410060942874
2,2019,3,0,-0.04699996651841393,-0.564286066362693,1,0,3,0.02547728735882129
5,2018,0,2,-0.5020725560002375,-0.20184543903979285,1,1,4,1.727204496440393
5,2015,1,6,-1.2645796811243615,-1.6429565626520763,1,3,2,-0.703834373676138
3,2017,4,6,0.5511946892737235,-1.1175953030986578,0,3,2,0.8034097257961111
4,2017,1,3,-1.457724993912067,0.5922813961987541,3,0,4,0.36582272917513564
1,2015,4,3,0.39660896231234066,1.5759901714490958,1,1,3,1.338238277221748
6,2020,3,1,0.1381555221791524,-0.5496808163761586,0,2,1,-0.5579720414691461
7,2024,3,1,1.2987643171858487,-0.8322892990513584,2,3,1,-1.3845252573087667
7,2017,3,4,1.3453137271023103,0.9888584320872525,2,0,1,-0.2176265996528318
2,2022,4,6,0.5011714427963323,0.3005730907874945,3,3,1,0.6089266161867887
8,2016,5,4,-1.5251174231941078,-1.0971948665326767,3,1,1,-0.31486815445749305
6,2018,4,5,-0.08660170331301538,-1.0933383078446877,2,2,0,-0.5093512640668155
3,2015,5,4,1.295290480624919,-1.7186458387986365,0,0,3,1.5813421642334011
6,2020,1,0,-1.2076087615251103,0.8898987222115567,0,3,3,0.949272058003103
8,2015,3,4,-0.7028603092219886,-0.8564738544730854,0,3,2,-0.36348893185982367
1,2021,5,3,0.1423241260522685,-0.2312905060886962,3,2,0,-0.36348893185982367
7,2015,1,3,0.4376002337313143,-1.462005311224672,2,3,0,0.8034097257961111
5,2016,3,5,0.308026130008627,1.596883888777494,2,1,0,1.6785837190380624
6,2020,4,4,1.0083515806921048,1.4823116702955028,3,0,4,-1.5790083669180892
4,2023,2,6,1.297027398905384,0.14844944307701674,3,2,0,-0.703834373676138
2,2016,1,3,1.6027250162672195,1.0496871940765171,3,2,3,-0.5093512640668155
6,2023,4,0,0.08222675354818021,-0.8404612020315426,2,0,2,0.560305838784458
2,2024,3,1,-1.6147424064661007,1.1603131664591706,1,3,1,0.6089266161867887
2,2019,4,4,0.6088603761851606,-1.1371195626460797,0,2,4,1.48410060942874
7,2022,3,5,0.5793327654172562,0.9311238857895141,0,2,2,0.8034097257961111
6,2021,3,3,-0.4530914604911251,0.18514539238187078,0,2,4,0.6089266161867887
5,2017,3,5,-0.47636616544935584,0.3979770690278745,2,2,3,-1.092800592894783
7,2018,1,3,-0.3415813068852739,-1.4282517989152157,3,0,2,0.949272058003103
7,2022,4,5,0.9183792137640197,-0.19002739783670675,3,1,0,-1.6276291443204198
0,2020,4,3,0.29239386548444213,-1.0239616456507392,2,0,1,0.17133961956581314
4,2017,3,5,1.497467768471042,1.392103382057936,2,3,0,0.8034097257961111
6,2017,3,3,-0.10779210633468807,-0.11655616036311343,2,0,2,1.2896174998194174
3,2017,1,1,-1.6425330989535403,-0.5610124758484698,2,1,0,-0.26624737705516244
1,2018,3,0,1.6763703513589345,-0.6477953948756852,0,0,1,0.9006512806007724
5,2019,2,1,-0.8004751165841203,0.4442350761888157,3,3,0,-0.9955590380901217
9,2023,1,6,-0.9210172452483896,-1.3136381862433715,2,3,3,0.317201951772805
3,2017,0,6,1.0225943105919182,-0.6856917756862817,3,1,2,0.36582272917513564
7,2023,5,6,-1.6269008344293556,0.6838936373755085,2,1,0,-0.12038504484817057
1,2016,2,5,0.7742149964854265,-1.7018018530442087,0,0,0,-0.12038504484817057
8,2017,5,0,0.8124271986556557,-1.711991722779736,2,0,0,1.5813421642334011
7,2024,4,0,0.08014245161162216,-1.6656819728814782,1,3,4,0.560305838784458
5,2018,2,3,1.5322061340803415,-1.715572320202037,1,3,0,-1.4331460347110974
4,2021,5,1,-1.6977671002723267,-1.528898322027429,0,2,1,1.0465136128077643
7,2020,0,3,-1.725557792759766,0.6170765159208157,1,3,1,1.5813421642334011
4,2015,1,3,1.4040215649820265,0.5172509775740239,2,2,1,0.317201951772805
6,2021,0,0,-0.6132353259499957,-0.6671713252427998,0,3,2,1.48410060942874
7,2017,1,1,0.445937441477546,-1.1020379867455001,3,3,3,-1.6276291443204198
7,2022,2,3,-0.7876219213086795,-1.111800116519211,1,0,0,-1.2872837025041055
2,2016,3,4,-1.4855156863995065,1.020352511533889,3,3,4,-0.26624737705516244
5,2019,0,0,-0.12203483623450098,-1.2312120056982043,3,1,0,1.5327213868310705
7,2024,4,0,1.0288472164015918,1.4461296988479928,1,1,3,1.1437551676124256
4,2024,4,1,-1.3437831547135646,-0.29593788209191757,1,0,3,-0.26624737705516244
4,2016,4,1,-1.229841315515062,1.4139871104269897,3,2,0,-1.724870699125081
6,2015,5,0,-1.0353064681029849,-0.5515608024986578,3,3,0,1.5813421642334011
5,2019,0,6,-0.4735870962006119,-1.3376468163582222,1,0,4,-1.4331460347110974
0,2019,3,1,-1.3764372183863063,1.0612741177195895,1,0,1,-0.9955590380901217
2,2017,1,4,-1.1228471494384196,-0.5460381276690779,0,2,3,-0.02314349004350933
1,2018,3,4,-1.2715273542462215,-1.6342396361721585,1,3,2,0.317201951772805
8,2017,0,2,-1.2110825980860402,0.5489140832958941,2,3,1,0.9978928354054336
1,2020,2,2,-0.6174039298231119,-0.9786488058247793,2,3,4,0.5116850613821274
8,2021,0,0,1.6166203625109394,-1.3942878661406723,2,1,3,-0.26624737705516244
7,2023,5,1,0.8732193384719299,-1.0657318327284302,2,2,1,1.6299629416357317
6,2023,2,3,0.4765072032137294,0.7012653990505644,2,2,4,0.21996039696814376
1,2018,3,3,1.6899183139465614,-0.16644650768367214,1,2,1,1.4354798320264093
1,2016,2,4,0.8690507345988142,-1.6124904389201276,3,0,0,0.7547889483937805
8,2015,0,2,-1.3482991422427735,1.3305812673886306,2,1,0,-0.4121097092621543
3,2021,1,4,-0.5784969603406963,-0.2218940249920218,2,0,1,-1.5303875895157586
5,2022,1,3,-0.4030682140137339,-0.3585155486024794,1,1,1,-0.02314349004350933
3,2018,3,0,1.364419828187425,-1.2774251691534713,2,3,1,1.2896174998194174
4,2017,0,6,-1.2326203847638062,-0.3387463734317595,1,2,1,1.2409967224170868
1,2018,5,4,1.6635171560834936,0.5412251125306639,1,0,2,-0.31486815445749305
7,2015,5,1,-0.9380390443969464,0.4765501404008737,3,2,1,-0.12038504484817057
1,2017,4,4,-1.4264604648636974,-0.040004505261278474,0,1,2,0.36582272917513564
1,2021,2,4,1.6284314068181014,1.5932825942602664,2,2,1,-0.2176265996528318
7,2022,3,6,0.7908894119778903,0.630222620715025,2,2,4,-1.3845252573087667
4,2020,3,5,0.9847294920777815,0.7886278367357245,3,2,4,-0.8496967058831298
5,2023,4,6,-1.6321115892707505,0.5415631650811316,0,2,0,-1.092800592894783
3,2020,5,4,-0.8744678353319282,0.48242811536002683,3,0,1,0.9978928354054336
